timestamp,memory_GB,cpu_percent,gpu_mem_GB,gpu_util_percent
2025-04-09 06:52:59.526704311,3.920928955078125,3.7,2.3123779296875,8
2025-04-09 06:53:59.587513685,4.744373321533203,37.0,12.4041748046875,96
2025-04-09 06:54:59.648621559,4.734325408935547,37.4,12.4041748046875,96
2025-04-09 06:55:59.710304499,4.720573425292969,38.2,12.4041748046875,100
2025-04-09 06:56:59.771438122,4.742382049560547,38.2,12.4041748046875,100
2025-04-09 06:57:59.832617283,4.74530029296875,38.2,12.4041748046875,98
2025-04-09 06:58:59.846906424,4.71820068359375,38.9,12.4041748046875,94
2025-04-09 06:59:59.908176661,4.738739013671875,38.2,12.4041748046875,94
2025-04-09 07:00:59.969488144,4.7328033447265625,38.1,12.4041748046875,93
2025-04-09 07:02:00.030334711,4.72332763671875,38.2,12.4041748046875,100
2025-04-09 07:03:00.058855772,4.736759185791016,38.2,12.4041748046875,100
2025-04-09 07:04:00.121448517,4.734333038330078,37.9,12.4041748046875,96
2025-04-09 07:05:00.137203932,4.714752197265625,38.7,12.4041748046875,99
2025-04-09 07:06:00.199034214,4.7460784912109375,38.1,12.4041748046875,92
2025-04-09 07:07:00.226607561,4.738059997558594,38.1,12.4041748046875,93
2025-04-09 07:08:00.269247055,4.7499542236328125,38.0,12.4041748046875,100
2025-04-09 07:09:00.330559015,4.7158660888671875,38.0,12.4041748046875,96
2025-04-09 07:10:00.391031742,4.743534088134766,39.0,12.4041748046875,91
2025-04-09 07:11:00.452369928,4.723239898681641,38.4,12.4041748046875,93
2025-04-09 07:12:00.513378381,4.718746185302734,38.0,12.4041748046875,100
2025-04-09 07:13:00.561625004,4.7356719970703125,38.0,12.4041748046875,91
2025-04-09 07:14:00.621964455,4.726329803466797,37.5,12.4041748046875,98
2025-04-09 07:15:00.646149635,4.745674133300781,38.1,12.4041748046875,99
2025-04-09 07:16:00.707350731,4.737285614013672,39.2,12.4041748046875,94
2025-04-09 07:17:00.763589382,4.709968566894531,38.0,12.4041748046875,91
2025-04-09 07:18:00.780798912,4.712459564208984,38.1,12.4041748046875,100
2025-04-09 07:19:00.841817379,4.755332946777344,38.1,12.4041748046875,100
2025-04-09 07:20:00.902636051,4.743442535400391,38.0,12.4041748046875,93
2025-04-09 07:21:00.963083506,4.733493804931641,38.0,12.4041748046875,96
2025-04-09 07:22:01.024006367,4.749126434326172,39.6,12.4041748046875,95
2025-04-09 07:23:01.081480742,4.752864837646484,37.7,12.4041748046875,100
2025-04-09 07:24:01.143093824,4.732810974121094,37.8,12.4041748046875,92
2025-04-09 07:25:01.183734179,4.743602752685547,38.1,12.4041748046875,99
2025-04-09 07:26:01.245050430,4.735496520996094,38.1,12.4041748046875,96
2025-04-09 07:27:01.305700302,4.757228851318359,38.2,12.4041748046875,99
2025-04-09 07:28:01.357339621,4.741477966308594,39.1,12.4041748046875,95
2025-04-09 07:29:01.418630600,4.730541229248047,38.0,12.4041748046875,100
2025-04-09 07:30:01.479645252,4.761371612548828,38.0,12.4041748046875,98
2025-04-09 07:31:01.540199757,4.7501220703125,38.1,12.4041748046875,97
2025-04-09 07:32:01.601526737,4.761985778808594,38.1,12.4041748046875,93
2025-04-09 07:33:01.661958456,4.738552093505859,38.5,12.4041748046875,100
2025-04-09 07:34:01.719630003,4.762470245361328,38.0,12.4041748046875,100
2025-04-09 07:35:01.781246662,4.728878021240234,38.0,12.4041748046875,100
2025-04-09 07:36:01.820770025,4.756107330322266,38.1,12.4041748046875,94
2025-04-09 07:37:01.881158590,4.744625091552734,38.0,12.4041748046875,92
2025-04-09 07:38:01.903624296,4.756984710693359,38.2,12.4041748046875,100
2025-04-09 07:39:01.964707375,4.745277404785156,39.1,12.4041748046875,96
2025-04-09 07:40:01.995265961,4.7707977294921875,38.1,12.4041748046875,100
2025-04-09 07:41:02.054455042,4.746746063232422,38.1,12.4041748046875,100
2025-04-09 07:42:02.115363598,4.758632659912109,37.4,12.4041748046875,100
2025-04-09 07:43:02.176636934,4.742328643798828,38.2,12.4041748046875,95
2025-04-09 07:44:02.237628222,4.770526885986328,38.2,12.4041748046875,98
2025-04-09 07:45:02.297954559,4.753654479980469,39.0,12.4041748046875,96
2025-04-09 07:46:02.333024502,4.740734100341797,38.1,12.4041748046875,99
2025-04-09 07:47:02.393649578,4.753814697265625,38.1,12.4041748046875,95
2025-04-09 07:48:02.444571018,4.731678009033203,38.1,12.4041748046875,99
2025-04-09 07:49:02.477016211,4.7447509765625,38.1,12.4041748046875,100
2025-04-09 07:50:02.538446903,4.7254486083984375,39.0,12.4041748046875,91
